Date,Open,High,Low,Close,Adj Close,Volume
2019-04-02,74.010002,74.449997,73.919998,74.250000,64.162109,3990700
2019-04-03,74.599998,74.870003,74.410004,74.580002,64.447273,3442500
2019-04-04,74.650002,74.980003,74.580002,74.750000,64.594185,3990000
2019-04-05,74.910004,74.970001,74.599998,74.970001,64.784286,2006700
2019-04-08,75.000000,75.019997,74.519997,75.019997,64.827484,7351300
2019-04-09,73.949997,73.980003,73.580002,73.720001,64.338768,2478600
2019-04-10,73.800003,73.870003,73.489998,73.760002,64.373665,2348600
2019-04-11,73.839996,74.099998,73.680000,73.680000,64.303856,6885900
2019-04-12,74.040001,74.480003,74.019997,74.470001,64.993309,4903100
2019-04-15,74.400002,74.860001,74.400002,74.860001,65.333687,3679500
2019-04-16,74.970001,75.599998,74.860001,75.449997,65.848610,3337300
2019-04-17,75.400002,75.930000,75.370003,75.629997,66.005692,2653900
2019-04-18,75.610001,75.800003,75.599998,75.750000,66.110428,1993300
2019-04-22,75.529999,75.860001,75.269997,75.519997,65.909698,4286900
2019-04-23,75.480003,75.720001,75.209999,75.430000,65.831154,2533200
2019-04-24,75.230003,75.430000,74.709999,74.870003,65.342415,2726600
2019-04-25,74.800003,75.250000,74.440002,75.059998,65.508240,1817600
2019-04-26,75.000000,75.540001,74.820000,75.440002,65.839867,1891300
2019-04-29,75.419998,76.349998,75.410004,76.169998,66.476982,4199400
2019-04-30,76.139999,76.419998,76.000000,76.419998,66.695183,3917000
2019-05-01,76.400002,76.559998,75.970001,76.209999,66.511902,2343600
2019-05-02,76.250000,76.410004,76.040001,76.120003,66.433350,2244700
2019-05-03,76.300003,76.550003,76.089996,76.480003,66.747543,1984300
2019-05-06,75.739998,76.459999,75.610001,76.379997,66.660255,3392100
2019-05-07,75.820000,75.849998,75.250000,75.529999,65.918419,2971200
2019-05-08,75.370003,75.400002,75.040001,75.099998,65.543137,2044900
2019-05-09,74.879997,74.910004,74.150002,74.639999,65.141693,2762600
2019-05-10,74.419998,74.570000,73.580002,74.279999,64.827492,3511400
2019-05-13,73.500000,73.800003,73.169998,73.730003,64.347496,2753900
2019-05-14,73.769997,74.430000,73.690002,73.959999,64.548210,2219900
2019-05-15,73.599998,74.099998,73.510002,73.980003,64.565681,2080800
2019-05-16,74.349998,74.410004,74.099998,74.410004,64.940964,2134400
2019-05-17,74.139999,74.440002,73.910004,74.370003,64.906044,1758100
2019-05-21,74.349998,74.480003,74.050003,74.370003,64.906044,3028100
2019-05-22,74.099998,74.150002,73.629997,73.849998,64.452202,2622000
2019-05-23,73.900002,75.599998,73.809998,75.470001,65.866058,5007400
2019-05-24,75.699997,76.370003,75.550003,76.099998,66.415886,3046500
2019-05-27,76.250000,76.709999,76.150002,76.519997,66.782440,1369800
2019-05-28,76.500000,76.730003,76.110001,76.250000,66.546791,2477800
2019-05-29,75.889999,76.230003,74.959999,75.160004,65.595520,3073400
2019-05-30,75.269997,75.510002,74.639999,74.879997,65.351143,2378500
2019-05-31,74.269997,74.589996,73.739998,73.900002,64.495857,2580000
2019-06-03,73.800003,74.050003,73.470001,73.709999,64.330032,3409300
2019-06-04,74.349998,74.800003,73.779999,74.739998,65.228966,3163900
2019-06-05,74.930000,75.260002,74.540001,75.239998,65.665337,2371100
2019-06-06,75.230003,75.620003,75.000000,75.400002,65.804977,1743100
2019-06-07,75.339996,75.779999,75.120003,75.330002,65.743881,1980000
2019-06-10,75.669998,75.800003,75.389999,75.389999,65.796242,1505500
2019-06-11,75.800003,76.209999,75.389999,75.720001,66.084251,2525400
2019-06-12,75.559998,75.650002,75.000000,75.000000,65.455864,2201000
2019-06-13,75.120003,75.410004,75.010002,75.150002,65.586784,2042800
2019-06-14,75.309998,75.970001,74.919998,75.910004,66.250069,2244400
2019-06-17,75.820000,76.449997,75.699997,75.970001,66.302422,1677000
2019-06-18,76.290001,77.000000,76.260002,76.900002,67.114082,3120400
2019-06-19,77.000000,77.580002,76.860001,76.970001,67.175186,2779000
2019-06-20,77.169998,77.239998,76.279999,76.750000,66.983170,2299300
2019-06-21,76.680000,76.970001,76.459999,76.500000,66.764984,8551400
2019-06-24,76.510002,77.459999,76.449997,76.800003,67.026810,4917300
2019-06-25,76.760002,76.790001,76.190002,76.300003,66.590439,3291100
2019-06-26,76.410004,76.739998,76.080002,76.209999,66.511902,2525800
2019-06-27,76.300003,76.699997,75.900002,76.120003,66.433350,2022100
2019-06-28,76.330002,76.519997,76.209999,76.519997,66.782440,3982800
2019-07-02,77.150002,77.300003,76.790001,77.050003,67.245003,2369500
2019-07-03,77.230003,77.589996,77.160004,77.540001,67.672630,3411800
2019-07-04,77.599998,77.900002,77.570000,77.739998,67.847183,2602800
2019-07-05,77.809998,77.959999,77.540001,77.650002,67.768646,4855800
2019-07-08,77.599998,77.599998,77.199997,77.419998,67.567909,7158900
2019-07-09,76.489998,77.110001,76.449997,76.839996,67.708900,3066500
2019-07-10,76.870003,77.260002,76.250000,76.419998,67.338821,2753200
2019-07-11,76.510002,76.769997,76.440002,76.669998,67.559105,3751100
2019-07-12,76.540001,76.879997,76.470001,76.529999,67.435722,4413500
2019-07-15,76.589996,76.989998,76.330002,76.559998,67.462181,4557900
2019-07-16,76.699997,76.949997,76.309998,76.709999,67.594353,2697500
2019-07-17,76.699997,77.080002,76.599998,76.769997,67.647217,1904500
2019-07-18,76.760002,77.269997,76.739998,77.000000,67.849884,3391700
2019-07-19,77.250000,77.540001,76.769997,76.769997,67.647217,2748600
2019-07-22,76.639999,77.070000,76.610001,76.870003,67.735329,1166800
2019-07-23,77.129997,77.410004,77.000000,77.260002,68.079010,1771400
2019-07-24,77.269997,77.639999,77.010002,77.529999,68.316910,3129200
2019-07-25,77.580002,77.599998,77.000000,77.230003,68.052567,3729600
2019-07-26,77.400002,77.529999,77.169998,77.239998,68.061371,2197400
2019-07-29,77.150002,77.910004,77.150002,77.389999,68.193550,2909500
2019-07-30,77.360001,77.360001,76.839996,77.099998,67.938011,3110200
2019-07-31,76.629997,77.230003,76.510002,77.150002,67.982071,3860300
2019-08-01,77.099998,77.330002,75.930000,76.019997,66.986351,2759300
2019-08-02,75.800003,75.800003,74.680000,75.290001,66.343102,2971000
2019-08-06,74.250000,74.580002,73.370003,74.540001,65.682205,5116200
2019-08-07,73.970001,74.580002,73.660004,74.360001,65.523613,3242300
2019-08-08,74.800003,75.250000,74.260002,75.040001,66.122795,2684700
2019-08-09,75.019997,75.110001,74.349998,74.680000,65.805595,3603000
2019-08-12,74.209999,74.470001,73.779999,73.930000,65.144691,3090700
2019-08-13,73.750000,74.919998,73.620003,74.570000,65.708656,2907000
2019-08-14,73.500000,73.849998,72.510002,72.809998,64.157791,3799500
2019-08-15,72.320000,72.610001,71.400002,71.839996,63.303055,3423900
2019-08-16,72.629997,72.680000,71.959999,72.519997,63.902256,2243100
2019-08-19,73.199997,73.349998,72.739998,73.120003,64.430969,1943400
2019-08-20,73.000000,73.000000,72.029999,72.129997,63.558609,2517300
2019-08-21,72.459999,72.610001,72.190002,72.480003,63.867031,1999900
2019-08-22,72.500000,72.889999,72.480003,72.639999,64.007988,2486200
2019-08-23,72.160004,72.190002,71.360001,71.580002,63.073963,2932900
2019-08-26,71.820000,72.309998,71.650002,71.830002,63.294250,2920900
2019-08-27,72.099998,72.190002,71.370003,71.830002,63.294250,3124900
2019-08-28,71.650002,71.980003,71.220001,71.510002,63.012291,3558300
2019-08-29,71.629997,72.349998,71.419998,71.870003,63.329510,3067200
2019-08-30,71.900002,72.269997,71.230003,72.199997,63.620277,3733100
2019-09-03,72.000000,72.000000,71.320000,71.599998,63.091579,2626600
2019-09-04,71.959999,72.180000,71.379997,71.690002,63.170895,2895700
2019-09-05,72.000000,72.870003,71.919998,72.410004,63.805325,3652300
2019-09-06,72.500000,73.040001,72.220001,72.940002,64.272346,2056100
2019-09-09,73.349998,73.370003,72.849998,73.190002,64.492653,3140000
2019-09-10,73.120003,74.029999,73.050003,74.010002,65.215195,2781900
2019-09-11,73.900002,74.570000,73.680000,74.320000,65.488358,3438400
2019-09-12,74.199997,74.879997,73.870003,74.769997,65.884872,6479900
2019-09-13,74.769997,75.410004,74.760002,75.209999,66.272598,4209600
2019-09-16,74.889999,75.349998,74.730003,75.269997,66.325478,2767400
2019-09-17,75.110001,75.919998,75.010002,75.690002,66.695549,3027100
2019-09-18,75.690002,76.120003,75.570000,76.029999,66.995163,3473600
2019-09-19,76.000000,76.669998,76.000000,76.300003,67.233070,2710600
2019-09-20,76.410004,76.970001,76.309998,76.580002,67.479805,8956100
2019-09-23,76.349998,76.480003,76.139999,76.480003,67.391678,1801900
2019-09-24,76.500000,76.919998,75.900002,76.099998,67.056839,2605400
2019-09-25,75.919998,76.230003,75.629997,76.050003,67.012779,5896700
2019-09-26,76.000000,76.269997,75.660004,76.239998,67.180214,4476600
2019-09-27,76.470001,76.790001,76.300003,76.790001,67.664848,2828000
2019-09-30,76.949997,77.449997,76.930000,77.250000,68.070183,3666700
2019-10-01,76.959999,76.989998,75.150002,75.250000,66.307846,6666700
2019-10-02,74.639999,74.720001,72.690002,73.440002,64.712936,5951900
2019-10-03,73.260002,73.529999,72.160004,73.269997,64.563133,9515900
2019-10-04,73.500000,73.910004,73.120003,73.800003,65.030151,8486000
2019-10-07,73.800003,74.059998,73.489998,73.660004,64.906792,3472300
2019-10-08,73.500000,73.580002,73.080002,73.160004,64.466225,4581900
2019-10-09,72.660004,73.139999,72.269997,72.860001,64.857880,2629300
2019-10-10,72.830002,73.440002,72.760002,73.029999,65.009216,3984800
2019-10-11,73.410004,74.110001,73.300003,73.760002,65.659035,3349600
2019-10-15,73.949997,74.790001,73.910004,74.320000,66.157532,7188800
2019-10-16,74.339996,74.690002,74.209999,74.349998,66.184235,3224900
2019-10-17,74.599998,74.650002,73.680000,73.980003,65.854866,2491400
2019-10-18,74.639999,74.639999,73.980003,74.099998,65.961693,2318600
2019-10-21,74.209999,74.620003,74.209999,74.330002,66.166443,3062600
2019-10-22,74.500000,74.889999,74.449997,74.669998,66.469093,3187900
2019-10-23,74.650002,74.870003,74.320000,74.599998,66.406769,1918600
2019-10-24,74.730003,74.860001,74.449997,74.790001,66.575920,2954900
2019-10-25,74.559998,75.339996,74.559998,75.160004,66.905273,2608900
2019-10-28,75.300003,75.339996,75.059998,75.150002,66.896370,2024200
2019-10-29,75.040001,75.650002,74.889999,75.220001,66.958679,2408800
2019-10-30,75.120003,75.360001,74.879997,75.260002,66.994301,2114600
2019-10-31,75.059998,75.250000,74.720001,75.209999,66.949783,3503200
2019-11-01,75.349998,75.599998,75.139999,75.339996,67.065491,2756300
2019-11-04,75.690002,76.110001,75.629997,76.029999,67.679726,5544100
2019-11-05,76.059998,76.389999,75.889999,75.889999,67.555115,4000800
2019-11-06,75.860001,76.290001,75.849998,76.209999,67.839951,1855900
2019-11-07,76.449997,76.680000,76.320000,76.339996,67.955688,2186200
2019-11-08,76.449997,76.650002,76.239998,76.550003,68.142616,1355700
2019-11-11,76.400002,76.750000,76.260002,76.690002,68.267242,1400100
2019-11-12,76.709999,77.029999,76.599998,76.599998,68.187126,3159400
2019-11-13,76.290001,76.690002,76.169998,76.360001,67.973473,2264300
2019-11-14,76.360001,76.489998,76.129997,76.339996,67.955688,1433900
2019-11-15,76.470001,76.739998,76.290001,76.720001,68.293938,1747400
2019-11-18,76.589996,76.800003,76.510002,76.720001,68.293938,1552300
2019-11-19,76.849998,77.000000,76.650002,76.980003,68.525391,3510800
2019-11-20,76.910004,76.949997,76.519997,76.550003,68.142616,3421600
2019-11-21,77.250000,77.410004,76.489998,77.239998,68.756828,3976500
2019-11-22,77.209999,77.290001,76.690002,77.059998,68.596596,2269000
2019-11-25,77.190002,77.720001,77.160004,77.540001,69.023895,3466700
2019-11-26,77.360001,77.459999,76.370003,76.919998,68.471977,3461100
2019-11-27,77.099998,77.169998,76.720001,76.870003,68.427460,1736200
2019-11-28,76.800003,76.989998,76.650002,76.940002,68.489777,700700
2019-11-29,76.949997,77.080002,76.589996,76.589996,68.178223,2064100
2019-12-02,76.669998,76.830002,76.059998,76.239998,67.866669,2989600
2019-12-03,75.949997,75.970001,75.320000,75.720001,67.403778,2745000
2019-12-04,75.459999,75.989998,75.459999,75.669998,67.359268,2570500
2019-12-05,74.610001,74.769997,73.010002,73.019997,65.000305,6060000
2019-12-06,73.599998,73.900002,73.309998,73.430000,65.365265,2351700
2019-12-09,73.400002,73.400002,72.709999,72.879997,64.875679,2253300
2019-12-10,72.949997,73.160004,72.430000,72.970001,64.955803,2865000
2019-12-11,72.690002,73.019997,72.610001,72.839996,64.840080,3187100
2019-12-12,72.750000,73.559998,72.739998,73.300003,65.249565,5007200
2019-12-13,73.599998,74.330002,72.970001,74.309998,66.148628,5298200
2019-12-16,74.750000,74.849998,74.370003,74.449997,66.273247,2540100
2019-12-17,74.239998,74.820000,73.959999,74.720001,66.513611,2669600
2019-12-18,74.510002,74.570000,73.839996,74.010002,65.881569,4169900
2019-12-19,74.099998,74.099998,73.500000,73.589996,65.507706,4027500
2019-12-20,73.500000,74.220001,73.489998,73.860001,65.748062,10498100
2019-12-23,73.980003,74.099998,73.419998,73.540001,65.463219,2141000
2019-12-24,73.510002,73.550003,73.059998,73.550003,65.472115,1262400
2019-12-27,73.550003,73.699997,73.160004,73.389999,65.329681,1668300
2019-12-30,73.500000,73.550003,72.959999,73.120003,65.089333,1795800
